user_id,username,account_type,creation_date
357,tech_guru,administrator,7/25/2025
358,programming_pro,user,10/7/2025
359,admin_gal,guest,6/27/2025
360,super_user,administrator,8/28/2025
361,dev_guru,user,2/12/2026
362,web_ninja,user,8/12/2025
363,dev_guru,user,12/14/2025
364,admin_gal,administrator,7/31/2025
365,tech_wizard,guest,8/17/2025
366,admin_gal,administrator,1/24/2026
367,web_dev,guest,1/25/2026
368,programming_pro,guest,12/27/2025
369,tech_guru,user,9/12/2025
370,web_dev,user,11/11/2025
371,admin_gal,guest,5/13/2025
372,admin_gal,administrator,8/8/2025
373,dev_guru,user,11/16/2025
374,admin_gal,administrator,10/16/2025
375,tech_wizard,user,8/17/2025
376,dev_guru,administrator,4/18/2025
377,tech_wizard,guest,7/9/2025
378,web_dev,guest,12/10/2025
379,tech_wizard,user,1/22/2026
380,coding_queen,user,6/2/2025
381,tech_guru,administrator,11/14/2025
382,web_ninja,guest,7/17/2025
383,coding_queen,user,7/15/2025
384,web_ninja,guest,1/10/2026
385,coding_queen,administrator,5/6/2025
386,dev_guru,user,3/24/2025
387,tech_wizard,user,4/30/2025
388,tech_guru,administrator,2/21/2026
389,super_user,user,6/21/2025
390,web_ninja,guest,10/12/2025
391,web_ninja,administrator,5/1/2025
392,super_user,administrator,4/20/2025
393,admin_gal,user,3/16/2026
394,code_master,guest,3/29/2025
395,dev_guru,administrator,9/15/2025
396,admin_gal,guest,8/7/2025
397,admin_gal,user,1/26/2026
398,code_master,administrator,7/15/2025
399,code_master,guest,3/24/2025
400,dev_guru,guest,6/28/2025
401,web_ninja,administrator,9/13/2025
402,admin_gal,user,6/16/2025
403,admin_gal,guest,5/28/2025
404,web_dev,user,8/21/2025
405,super_user,guest,2/4/2026
406,tech_wizard,user,8/18/2025
407,dev_guru,guest,1/4/2026
408,web_dev,user,3/17/2026
409,web_dev,user,6/25/2025
410,web_ninja,administrator,9/2/2025
411,dev_guru,guest,2/27/2026
412,programming_pro,administrator,4/20/2025
413,programming_pro,guest,11/15/2025
414,web_dev,user,9/6/2025
415,code_master,user,7/17/2025
416,super_user,user,11/12/2025
417,tech_wizard,guest,1/10/2026
418,super_user,guest,2/28/2026
419,programming_pro,guest,6/28/2025
420,code_master,user,3/11/2026
421,programming_pro,guest,7/3/2025
422,admin_gal,user,3/26/2025
423,tech_wizard,user,10/23/2025
424,admin_gal,user,2/11/2026
425,admin_gal,administrator,10/4/2025
426,admin_gal,user,10/9/2025
427,code_master,user,7/1/2025
428,code_master,user,8/19/2025
429,dev_guru,guest,1/14/2026
430,super_user,guest,2/26/2026
431,web_ninja,administrator,10/11/2025
432,tech_wizard,guest,9/30/2025
433,coding_queen,user,2/25/2026
434,admin_gal,user,6/8/2025
435,dev_guru,guest,2/25/2026
436,dev_guru,guest,4/7/2025
437,code_master,administrator,9/23/2025
438,tech_wizard,administrator,12/21/2025
439,web_ninja,guest,5/22/2025
440,coding_queen,administrator,9/15/2025
441,tech_guru,guest,11/5/2025
442,web_ninja,administrator,1/10/2026
443,dev_guru,user,5/4/2025
444,super_user,user,12/5/2025
445,coding_queen,guest,4/26/2025
446,tech_guru,guest,10/24/2025
447,web_dev,guest,1/27/2026
448,programming_pro,guest,10/14/2025
449,tech_wizard,guest,12/10/2025
450,code_master,guest,4/30/2025
451,web_ninja,user,9/23/2025
452,web_dev,administrator,7/17/2025
453,web_dev,user,11/17/2025
454,super_user,guest,6/3/2025
455,web_ninja,administrator,8/2/2025
456,dev_guru,administrator,8/24/2025
457,dev_guru,administrator,10/17/2025
458,coding_queen,guest,1/11/2026
459,web_ninja,administrator,4/4/2025
460,tech_guru,user,10/20/2025
461,code_master,guest,6/5/2025
462,web_dev,guest,11/28/2025
463,programming_pro,guest,9/10/2025
464,dev_guru,administrator,6/12/2025
465,tech_guru,guest,8/2/2025
466,programming_pro,user,6/23/2025
467,coding_queen,guest,6/27/2025
468,tech_wizard,administrator,6/7/2025
469,web_ninja,guest,6/15/2025
470,tech_guru,administrator,10/21/2025
471,admin_gal,user,2/26/2026
472,programming_pro,administrator,9/6/2025
473,web_ninja,guest,11/19/2025
474,coding_queen,user,10/30/2025
475,dev_guru,administrator,5/31/2025
476,coding_queen,administrator,11/16/2025
477,dev_guru,user,5/23/2025
478,tech_guru,guest,3/3/2026
479,web_ninja,guest,12/11/2025
480,code_master,administrator,9/10/2025
481,super_user,guest,1/25/2026
482,admin_gal,guest,12/22/2025
483,web_ninja,administrator,9/28/2025
484,super_user,guest,6/5/2025
485,tech_wizard,administrator,3/11/2026
486,programming_pro,guest,5/31/2025
487,web_ninja,administrator,5/25/2025
488,admin_gal,administrator,3/27/2025
489,super_user,user,10/18/2025
490,dev_guru,administrator,12/29/2025
491,code_master,guest,4/16/2025
492,web_dev,administrator,1/5/2026
493,admin_gal,guest,3/2/2026
494,web_dev,guest,3/4/2026
495,web_ninja,user,10/14/2025
496,dev_guru,administrator,10/13/2025
497,programming_pro,guest,12/15/2025
498,dev_guru,administrator,10/29/2025
499,tech_guru,guest,5/20/2025
500,web_ninja,guest,12/1/2025
